batch_size,context_length,heads_per_program,num_warps,production_median_ms,candidate_median_ms,speedup,unique_kv_bytes,estimated_kv_read_bytes,estimated_read_amplification,unique_kv_gbps,estimated_kv_gbps,max_abs_error,status,error
1,128,1,4,0.04031999967992306,0.044895999133586884,0.8980755625897074,131072,786432,6,2.9194583599754322,17.516750159852595,5.960464477539063e-08,ok,
1,128,1,8,0.04031999967992306,0.04249599948525429,0.9487951846835304,131072,786432,6,3.084337386757564,18.506024320545382,5.960464477539063e-08,ok,
1,128,2,4,0.04031999967992306,0.052112000063061714,0.7737181384543113,131072,393216,3,2.515198031957847,7.545594095873539,5.960464477539063e-08,ok,
1,128,2,8,0.04031999967992306,0.04886399954557419,0.8251473488640166,131072,393216,3,2.6823837839502382,8.047151351850713,5.960464477539063e-08,ok,
1,128,3,4,0.04031999967992306,0.062192000448703766,0.6483148859824692,131072,262144,2,2.107537931797334,4.215075863594668,5.960464477539063e-08,ok,
1,128,3,8,0.04031999967992306,0.05632000043988228,0.7159090796343633,131072,262144,2,2.327272709095774,4.654545418191548,5.960464477539063e-08,ok,
1,128,6,4,0.04031999967992306,0.09124799817800522,0.44187270389502037,131072,131072,1,1.4364369916839899,1.4364369916839899,5.960464477539063e-08,ok,
1,128,6,8,0.04031999967992306,0.07419199869036674,0.543454825205542,131072,131072,1,1.7666595092958277,1.7666595092958277,5.960464477539063e-08,ok,
1,512,1,4,0.07235199958086014,0.07827199995517731,0.9243663075211151,524288,3145728,6,6.698282914710689,40.18969748826414,4.76837158203125e-07,ok,
1,512,1,8,0.07235199958086014,0.07273600250482559,0.9947205935060842,524288,3145728,6,7.208094780369827,43.248568682218966,0.0,ok,
1,512,2,4,0.07235199958086014,0.11268800124526024,0.642055931255621,524288,1572864,3,4.652562776926988,13.957688330780968,4.76837158203125e-07,ok,
1,512,2,8,0.07235199958086014,0.0944960005581379,0.7656620296469178,524288,1572864,3,5.548255978065823,16.64476793419747,0.0,ok,
1,512,3,4,0.07235199958086014,0.15168000012636185,0.4770042162485826,524288,1048576,2,3.456540081508605,6.91308016301721,4.76837158203125e-07,ok,
1,512,3,8,0.07235199958086014,0.13040000200271606,0.5548466140311343,524288,1048576,2,4.020613435182921,8.041226870365842,0.0,ok,
1,512,6,4,0.07235199958086014,0.2747040092945099,0.2633816658398008,524288,524288,1,1.9085560540105235,1.9085560540105235,4.76837158203125e-07,ok,
1,512,6,8,0.07235199958086014,0.20134399831295013,0.3593452011835138,524288,524288,1,2.6039415348506996,2.6039415348506996,0.0,ok,
1,2048,1,4,0.21264000236988068,0.21715199947357178,0.9792219407851217,2097152,12582912,6,9.657530232666502,57.945181395999015,3.0517578125e-05,ok,
1,2048,1,8,0.21264000236988068,0.18915199488401413,1.1241753093868723,2097152,12582912,6,11.087125997724476,66.52275598634685,2.384185791015625e-07,ok,
1,2048,2,4,0.21264000236988068,0.3453280031681061,0.6157624068105687,2097152,6291456,3,6.072927711509987,18.21878313452996,3.0517578125e-05,ok,
1,2048,2,8,0.21264000236988068,0.2832319885492325,0.7507626644118228,2097152,6291456,3,7.404361388492899,22.213084165478698,2.384185791015625e-07,ok,
1,2048,3,4,0.21264000236988068,0.5097759962081909,0.41712439179470345,2097152,4194304,2,4.113869651766675,8.22773930353335,3.0517578125e-05,ok,
1,2048,3,8,0.21264000236988068,0.42312000691890717,0.5025524647683088,2097152,4194304,2,4.956399994581037,9.912799989162075,2.384185791015625e-07,ok,
1,2048,6,4,0.21264000236988068,0.9973759949207306,0.21319943878013714,2097152,2097152,1,2.1026694152255763,2.1026694152255763,3.0517578125e-05,ok,
1,2048,6,8,0.21264000236988068,0.7070720195770264,0.3007331593987878,2097152,2097152,1,2.965966608683689,2.965966608683689,2.384185791015625e-07,ok,
1,4096,1,4,0.3991840034723282,0.4020639955997467,0.9928369807818218,4194304,25165824,6,10.431931348997026,62.59158809398215,1.52587890625e-05,ok,
1,4096,1,8,0.3991840034723282,0.3468960076570511,1.150731039450215,4194304,25165824,6,12.090954947358687,72.54572968415214,1.52587890625e-05,ok,
1,4096,2,4,0.3991840034723282,0.6578399837017059,0.6068101869182462,4194304,12582912,3,6.375872710561608,19.127618131684827,1.52587890625e-05,ok,
1,4096,2,8,0.3991840034723282,0.5364640057086945,0.744102119106737,4194304,12582912,3,7.81842575711883,23.45527727135649,1.52587890625e-05,ok,
1,4096,3,4,0.3991840034723282,0.990479975938797,0.4030207709085421,4194304,8388608,2,4.234617662032544,8.469235324065089,1.52587890625e-05,ok,
1,4096,3,8,0.3991840034723282,0.8142399787902832,0.4902535049499732,4194304,8388608,2,5.151188972852302,10.302377945704604,1.52587890625e-05,ok,
1,4096,6,4,0.3991840034723282,1.9606559872627258,0.2035971664920318,4194304,4194304,1,2.1392350454378652,2.1392350454378652,1.52587890625e-05,ok,
1,4096,6,8,0.3991840034723282,1.3816159963607788,0.2889254355217309,4194304,4194304,1,3.0357957717976136,3.0357957717976136,1.52587890625e-05,ok,
1,8192,1,4,0.7727839946746826,0.7745279967784882,0.9977483033395056,8388608,50331648,6,10.83060655636843,64.98363933821058,7.62939453125e-06,ok,
1,8192,1,8,0.7727839946746826,0.6628319919109344,1.1658821603446723,8388608,50331648,6,12.655707784737082,75.93424670842249,7.62939453125e-06,ok,
1,8192,2,4,0.7727839946746826,1.285248041152954,0.6012722602412554,8388608,25165824,3,6.526839747193741,19.580519241581225,7.62939453125e-06,ok,
1,8192,2,8,0.7727839946746826,1.0396639704704285,0.7433016980717456,8388608,25165824,3,8.06857623064913,24.205728691947396,7.62939453125e-06,ok,
1,8192,3,4,0.7727839946746826,1.9461279511451721,0.39708796855825873,8388608,16777216,2,4.3104092899255875,8.620818579851175,7.62939453125e-06,ok,
1,8192,3,8,0.7727839946746826,1.5975199937820435,0.4837397952342103,8388608,16777216,2,5.251019100011648,10.502038200023296,7.62939453125e-06,ok,
1,8192,6,4,0.7727839946746826,3.890655994415283,0.19862562914427553,8388608,8388608,1,2.156090903960966,2.156090903960966,7.62939453125e-06,ok,
1,8192,6,8,0.7727839946746826,2.730639934539795,0.28300472167705365,8388608,8388608,1,3.0720300739371424,3.0720300739371424,7.62939453125e-06,ok,
1,16384,1,4,1.5140159726142883,1.5189279913902283,0.9967661279509082,16777216,100663296,6,11.045432104154147,66.27259262492487,1.9073486328125e-06,ok,
1,16384,1,8,1.5140159726142883,1.2947199940681458,1.1693771468355034,16777216,100663296,6,12.958180978795449,77.7490858727727,7.62939453125e-06,ok,
1,16384,2,4,1.5140159726142883,2.5352160930633545,0.5971940525136346,16777216,50331648,3,6.617667048542493,19.85300114562748,1.9073486328125e-06,ok,
1,16384,2,8,1.5140159726142883,2.0485759973526,0.7390577525905164,16777216,50331648,3,8.189696658401447,24.56908997520434,7.62939453125e-06,ok,
1,16384,3,4,1.5140159726142883,3.8631680011749268,0.39191046626857085,16777216,33554432,2,4.342864714891367,8.685729429782734,1.9073486328125e-06,ok,
1,16384,3,8,1.5140159726142883,3.163424015045166,0.47860039166854207,16777216,33554432,2,5.303498968272345,10.60699793654469,7.62939453125e-06,ok,
1,16384,6,4,1.5140159726142883,7.748928070068359,0.19538392393426,16777216,16777216,1,2.1651015273719008,2.1651015273719008,1.9073486328125e-06,ok,
1,16384,6,8,1.5140159726142883,5.427167892456055,0.278969805728476,16777216,16777216,1,3.0913390432090546,3.0913390432090546,7.62939453125e-06,ok,
8,128,1,4,0.03694400005042553,0.04395199939608574,0.8405533436031962,1048576,6291456,6,23.857299199302947,143.1437951958177,3.0517578125e-05,ok,
8,128,1,8,0.03694400005042553,0.042479999363422394,0.8696798635603639,1048576,6291456,6,24.68399283694155,148.10395702164928,6.103515625e-05,ok,
8,128,2,4,0.03694400005042553,0.05075199902057648,0.7279319192027738,1048576,3145728,3,20.660782239826137,61.98234671947841,3.0517578125e-05,ok,
8,128,2,8,0.03694400005042553,0.04787199944257736,0.7717246089698007,1048576,3145728,3,21.9037435705557,65.71123071166711,6.103515625e-05,ok,
8,128,3,4,0.03694400005042553,0.06280000135302544,0.5882802429055318,1048576,2097152,2,16.69706970395605,33.3941394079121,3.0517578125e-05,ok,
8,128,3,8,0.03694400005042553,0.05764800123870373,0.6408548302906651,1048576,2097152,2,18.189286314683308,36.378572629366616,6.103515625e-05,ok,
8,128,6,4,0.03694400005042553,0.09246399998664856,0.3995500957752217,1048576,1048576,1,11.340370307918867,11.340370307918867,3.0517578125e-05,ok,
8,128,6,8,0.03694400005042553,0.07436800003051758,0.4967728059819442,1048576,1048576,1,14.099827877174421,14.099827877174421,6.103515625e-05,ok,
8,512,1,4,0.0732479989528656,0.07999999821186066,0.9156000073760749,4194304,25165824,6,52.42880117187503,314.5728070312502,6.103515625e-05,ok,
8,512,1,8,0.0732479989528656,0.0716480016708374,1.0223313594896735,4194304,25165824,6,58.54041846511387,351.24251079068324,6.103515625e-05,ok,
8,512,2,4,0.0732479989528656,0.1109439991414547,0.6602249740382414,4194304,12582912,3,37.805595908366534,113.41678772509961,6.103515625e-05,ok,
8,512,2,8,0.0732479989528656,0.09564799815416336,0.7658079663602166,4194304,12582912,3,43.85145618248813,131.55436854746438,6.103515625e-05,ok,
8,512,3,4,0.0732479989528656,0.1552799940109253,0.4717156219603664,4194304,8388608,2,27.011232365869965,54.02246473173993,6.103515625e-05,ok,
8,512,3,8,0.0732479989528656,0.13038399815559387,0.5617867222130666,4194304,8388608,2,32.1688555293014,64.3377110586028,6.103515625e-05,ok,
8,512,6,4,0.0732479989528656,0.2752000093460083,0.2661627778535831,4194304,4194304,1,15.240929714964187,15.240929714964187,6.103515625e-05,ok,
8,512,6,8,0.0732479989528656,0.20110400021076202,0.3642294478284861,4194304,4194304,1,20.856392690370477,20.856392690370477,6.103515625e-05,ok,
8,2048,1,4,0.21556799858808517,0.21985599398612976,0.980496345265369,16777216,100663296,6,76.3100231920829,457.86013915249737,3.0517578125e-05,ok,
8,2048,1,8,0.21556799858808517,0.19233600050210953,1.1207886096483577,16777216,100663296,6,87.22868291012419,523.3720974607451,6.103515625e-05,ok,
8,2048,2,4,0.21556799858808517,0.34672001004219055,0.6217350955944361,16777216,50331648,3,48.38836961835133,145.16510885505397,3.0517578125e-05,ok,
8,2048,2,8,0.21556799858808517,0.2858240008354187,0.754198380674869,16777216,50331648,3,58.6977159054622,176.09314771638662,6.103515625e-05,ok,
8,2048,3,4,0.21556799858808517,0.5229600071907043,0.412207426235321,16777216,33554432,2,32.08126007593916,64.16252015187833,3.0517578125e-05,ok,
8,2048,3,8,0.21556799858808517,0.4259040057659149,0.506142219067471,16777216,33554432,2,39.39201269034572,78.78402538069145,6.103515625e-05,ok,
8,2048,6,4,0.21556799858808517,0.9981600046157837,0.21596537387917342,16777216,16777216,1,16.808142905363116,16.808142905363116,3.0517578125e-05,ok,
8,2048,6,8,0.21556799858808517,0.708048015832901,0.30445392652432646,16777216,16777216,1,23.695025796046313,23.695025796046313,6.103515625e-05,ok,
8,4096,1,4,0.5716000199317932,0.47092799842357635,1.2137737018083758,33554432,201326592,6,71.25172449360178,427.5103469616107,1.52587890625e-05,ok,
8,4096,1,8,0.5716000199317932,0.4135039895772934,1.3823325393211183,33554432,201326592,6,81.14657378348682,486.8794427009209,1.52587890625e-05,ok,
8,4096,2,4,0.5716000199317932,0.730783998966217,0.7821736939237737,33554432,100663296,3,45.91566324312906,137.74698972938717,1.52587890625e-05,ok,
8,4096,2,8,0.5716000199317932,0.6095999777317047,0.9376641089435277,33554432,100663296,3,55.04336159075104,165.1300847722531,1.52587890625e-05,ok,
8,4096,3,4,0.5716000199317932,1.1028960347175598,0.5182718968412775,33554432,67108864,2,30.42393021985335,60.8478604397067,1.52587890625e-05,ok,
8,4096,3,8,0.5716000199317932,0.8690880239009857,0.6577009511258839,33554432,67108864,2,38.60878423958448,77.21756847916896,1.52587890625e-05,ok,
8,4096,6,4,0.5716000199317932,2.0106719732284546,0.28428307926031227,33554432,33554432,1,16.688168158092445,16.688168158092445,1.52587890625e-05,ok,
8,4096,6,8,0.5716000199317932,1.4179360270500183,0.40312116275160403,33554432,33554432,1,23.664277767036634,23.664277767036634,1.52587890625e-05,ok,
8,8192,1,4,1.1180320382118225,0.9102240204811096,1.228304255935669,67108864,402653184,6,73.72785434131788,442.36712604790733,7.62939453125e-06,ok,
8,8192,1,8,1.1180320382118225,0.7942560017108917,1.4076469498543178,67108864,402653184,6,84.49273767581494,506.9564260548897,7.62939453125e-06,ok,
8,8192,2,4,1.1180320382118225,1.420240044593811,0.7872134309039145,67108864,201326592,3,47.25177568077455,141.75532704232364,7.62939453125e-06,ok,
8,8192,2,8,1.1180320382118225,1.1740000247955322,0.9523270993171765,67108864,201326592,3,57.16257460189398,171.48772380568195,7.62939453125e-06,ok,
8,8192,3,4,1.1180320382118225,2.2344319820404053,0.50036521460406,67108864,134217728,2,30.03397039578646,60.06794079157292,7.62939453125e-06,ok,
8,8192,3,8,1.1180320382118225,1.743776023387909,0.6411557580884988,67108864,134217728,2,38.484795696190965,76.96959139238193,7.62939453125e-06,ok,
8,8192,6,4,1.1180320382118225,4.151087999343872,0.26933469933389526,67108864,67108864,1,16.166572236148053,16.166572236148053,7.62939453125e-06,ok,
8,8192,6,8,1.1180320382118225,2.8767199516296387,0.38864820247047904,67108864,67108864,1,23.328257574041356,23.328257574041356,7.62939453125e-06,ok,
8,16384,1,4,2.237007975578308,1.7835839986801147,1.2542207023800032,134217728,805306368,6,75.25170000365758,451.5102000219455,7.62939453125e-06,ok,
8,16384,1,8,2.237007975578308,1.551792025566101,1.4415642938764537,134217728,805306368,6,86.49208514332759,518.9525108599656,7.62939453125e-06,ok,
8,16384,2,4,2.237007975578308,2.8043999671936035,0.7976779352971212,134217728,402653184,3,47.85969532524039,143.57908597572117,7.62939453125e-06,ok,
8,16384,2,8,2.237007975578308,2.3131520748138428,0.9670821040844612,134217728,402653184,3,58.02373715995371,174.07121147986115,7.62939453125e-06,ok,
8,16384,3,4,2.237007975578308,4.460975885391235,0.5014615709768891,134217728,268435456,2,30.08707768170974,60.17415536341948,7.62939453125e-06,ok,
8,16384,3,8,2.237007975578308,3.454975962638855,0.6474742515631621,134217728,268435456,2,38.847658985588616,77.69531797117723,7.62939453125e-06,ok,
8,16384,6,4,2.237007975578308,8.071072101593018,0.27716367137109105,134217728,134217728,1,16.629479493004276,16.629479493004276,7.62939453125e-06,ok,
8,16384,6,8,2.237007975578308,5.718576192855835,0.3911826825658075,134217728,134217728,1,23.47047997151406,23.47047997151406,7.62939453125e-06,ok,
16,128,1,4,0.041728001087903976,0.04609600082039833,0.9052412431717627,2097152,12582912,6,45.49531331733168,272.97187990399004,0.000244140625,ok,
16,128,1,8,0.041728001087903976,0.04604800045490265,0.9061848652640306,2097152,12582912,6,45.54273756259746,273.2564253755848,0.000244140625,ok,
16,128,2,4,0.041728001087903976,0.052000001072883606,0.8024615428260796,2097152,6291456,3,40.32984532174557,120.98953596523674,0.000244140625,ok,
16,128,2,8,0.041728001087903976,0.04779200069606304,0.8731168496852948,2097152,6291456,3,43.88081623401794,131.64244870205383,0.000244140625,ok,
16,128,3,4,0.041728001087903976,0.06275200098752975,0.6649668605180619,2097152,4194304,2,33.4196833088518,66.8393666177036,0.000244140625,ok,
16,128,3,8,0.041728001087903976,0.057231999933719635,0.7291026197971269,2097152,4194304,2,36.64299696723356,73.28599393446711,0.000244140625,ok,
16,128,6,4,0.041728001087903976,0.09544000029563904,0.43721710979301687,2097152,2097152,1,21.97351208616693,21.97351208616693,0.000244140625,ok,
16,128,6,8,0.041728001087903976,0.07417599856853485,0.5625539513209171,2097152,2097152,1,28.272649380814713,28.272649380814713,0.000244140625,ok,
16,512,1,4,0.08873599767684937,0.08851200342178345,1.0025306652929153,8388608,50331648,6,94.77367674106337,568.6420604463802,6.103515625e-05,ok,
16,512,1,8,0.08873599767684937,0.08441599830985069,1.0511751262022873,8388608,50331648,6,99.37225369543624,596.2335221726174,6.103515625e-05,ok,
16,512,2,4,0.08873599767684937,0.11076800152659416,0.8010977579616695,8388608,25165824,3,75.73132930439291,227.19398791317874,6.103515625e-05,ok,
16,512,2,8,0.08873599767684937,0.09588799998164177,0.9254129577615375,8388608,25165824,3,87.48339731359545,262.45019194078634,6.103515625e-05,ok,
16,512,3,4,0.08873599767684937,0.1547520011663437,0.5734077556868981,8388608,16777216,2,54.206782056298216,108.41356411259643,6.103515625e-05,ok,
16,512,3,8,0.08873599767684937,0.12985600531101227,0.6833415017220172,8388608,16777216,2,64.59930736286569,129.19861472573137,6.103515625e-05,ok,
16,512,6,4,0.08873599767684937,0.28699199855327606,0.30919328108158656,8388608,8388608,1,29.229414207667435,29.229414207667435,6.103515625e-05,ok,
16,512,6,8,0.08873599767684937,0.2016799971461296,0.4399841279874407,8388608,8388608,1,41.59365390074821,41.59365390074821,6.103515625e-05,ok,
16,2048,1,4,0.3168160021305084,0.27139200270175934,1.1673741266380162,33554432,201326592,6,123.63824897550113,741.8294938530069,3.0517578125e-05,ok,
16,2048,1,8,0.3168160021305084,0.25468799471855164,1.2439377147737671,33554432,201326592,6,131.74720715469937,790.4832429281962,3.0517578125e-05,ok,
16,2048,2,4,0.3168160021305084,0.37987200915813446,0.8340072300473793,33554432,100663296,3,88.33088827566614,264.9926648269984,3.0517578125e-05,ok,
16,2048,2,8,0.3168160021305084,0.31856000423431396,0.9945253576072822,33554432,100663296,3,105.33159076466906,315.99477229400713,3.0517578125e-05,ok,
16,2048,3,4,0.3168160021305084,0.5772639811038971,0.5488234369389613,33554432,67108864,2,58.12666838459961,116.25333676919922,3.0517578125e-05,ok,
16,2048,3,8,0.3168160021305084,0.45446398854255676,0.6971201461891875,33554432,67108864,2,73.83298313163905,147.6659662632781,3.0517578125e-05,ok,
16,2048,6,4,0.3168160021305084,1.0666080117225647,0.29703133545645577,33554432,33554432,1,31.459009899812976,31.459009899812976,3.0517578125e-05,ok,
16,2048,6,8,0.3168160021305084,0.7265919744968414,0.4360301424329669,33554432,33554432,1,46.18057063351979,46.18057063351979,3.0517578125e-05,ok,
